,screenName,text,favorited,favoriteCount,replyToSN,Tweet Datetime,truncated,replyToSID,id.x,replyToUID,statusSource,retweetCount,isRetweet,retweeted,longitude,latitude,description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created.y,protected,verified,location,lang,id.y,listedCount,followRequestSent,profileImageUrl,,Gender
707,Huma_G,What a fine innings by #KLRahul  for #PBKS but what a thrilling match between #RRvsPBKS. We need more matches like… https://t.co/i4XeefqfBZ,FALSE,1,NA,12-04-2021 18:51,TRUE,NA,1.38168E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,,1217,46,4633,124,NA,Humes,15-04-2010 23:37,FALSE,FALSE,Punjab,NA,133497728,0,FALSE,http://pbs.twimg.com/profile_images/1361767570836176896/nTRJkBeG_normal.jpg,,
708,I_Afzal__,"I liked @CRED_club Indira Nagar ka Gunda more than these matches...
#IPL2021",FALSE,0,NA,12-04-2021 19:04,FALSE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"Mahesh babu | RDJr | Taylor Swift

Instagram: @afzalali09",758,26,1876,48,https://t.co/TMidLpIPiI,Afzal,21-09-2015 18:02,FALSE,FALSE,Punjab,NA,3640265599,0,FALSE,http://pbs.twimg.com/profile_images/1354466614427734019/j-kvfHg2_normal.jpg,,
709,I_Afzal__,What a bowling... Arshadeep singh... the man with nerves of steel... Just eight when needed 13... with man of the m… https://t.co/5GcrRiQTUS,FALSE,1,NA,12-04-2021 19:00,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"Mahesh babu | RDJr | Taylor Swift

Instagram: @afzalali09",758,26,1876,48,https://t.co/TMidLpIPiI,Afzal,21-09-2015 18:02,FALSE,FALSE,Punjab,NA,3640265599,0,FALSE,http://pbs.twimg.com/profile_images/1354466614427734019/j-kvfHg2_normal.jpg,,
710,i_aman17,"Sanju <U+0001F92F>
What a knock.
#SanjuSamson #IPL2021 #RRvsPBKS",FALSE,1,NA,12-04-2021 19:16,FALSE,NA,1.38169E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,<U+0001F1EE><U+0001F1F3>,434,53,1807,39,NA,Aman Rangapur,12-11-2014 16:53,FALSE,FALSE,Punjab,NA,2897725460,0,FALSE,http://pbs.twimg.com/profile_images/1375887086625026051/RBjd-zue_normal.jpg,,
711,i_amitkumar_,"Punjab Kings fans in final over today
#RRvsPBKS #IPL2021 https://t.co/Y7HLZ8NBe3",FALSE,0,NA,12-04-2021 18:44,FALSE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,Tool Designer <U+0001F527>,974,132,10579,83,NA,Amit Kumar,30-03-2019 05:53,FALSE,FALSE,Punjab,NA,1.11187E+18,0,FALSE,http://pbs.twimg.com/profile_images/1349729948378882049/6HXlUcfL_normal.jpg,,
712,i_amitt007,"BLAST @IamSanjuSamson 
Great knock ...
Be positive and Keep it up....
#RRvsPBKS #IPL2021",FALSE,0,NA,12-04-2021 18:52,FALSE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"Student ,
Family Lover<U+0001F496> ,
Keep Smiling ,
Love Cricket 
Fan Of @msdhoni Our Best PM
@narendramodi
Jabra Fan Of @iamsrk <U+0001F60D><U+0001F496>",1880,30,3490,1067,NA,Amit,30-03-2014 02:27,FALSE,FALSE,Punjab,NA,2445999887,0,FALSE,http://pbs.twimg.com/profile_images/959881184070242304/PRpGb1cL_normal.jpg,,
713,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A7<U+0001F6A9><U+2764><U+FE0F> Ben Stokes

#FanOfTheMatch #RRvPBKS #IPL2021
@ViCustomerCare https://t.co/H0mgxB1yQr",FALSE,0,ViCustomerCare,12-04-2021 18:57,FALSE,1.38163E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
714,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A10<U+0001F6A9><U+2764><U+FE0F> Chris Gayle

#FanOfTheMatch #RRvsPBKS #IPL2021 @ViCustomerCare https://t.co/bTYBUYT2xx",FALSE,0,ViCustomerCare,12-04-2021 18:51,FALSE,1.38163E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
715,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A12<U+0001F6A9><U+2764><U+FE0F>Deepak Hooda

#FanOfTheMatch #RRvPBKS #IPL2021 @ViCustomerCare https://t.co/Ubek3xUBx4",FALSE,0,ViCustomerCare,12-04-2021 18:47,FALSE,1.38165E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
716,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A2<U+0001F6A9><U+2764><U+FE0F>21 Matches

#FanOfTheMatch #RRvPBKS #IPL2021  #Vi 

@ViCustomerCare https://t.co/Ipm5iVT6ij",FALSE,0,ViCustomerCare,12-04-2021 19:04,FALSE,1.38161E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
717,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A3<U+0001F6A9><U+2764><U+FE0F> Chris Gayle

#FanOfTheMatch #RRvPBKS #IPL2021 <U+0001F60A><U+0001F60A><U+0001F60A><U+0001F60A> https://t.co/d5g9oEFGPT",FALSE,0,ViCustomerCare,12-04-2021 19:03,FALSE,1.38161E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
718,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A5<U+0001F6A9><U+2764><U+FE0F>Jos Buttler

#FanOfTheMatch #RRvsPBKS #IPL2021

@ViCustomerCare https://t.co/aIOMlphAUQ",FALSE,0,ViCustomerCare,12-04-2021 19:00,FALSE,1.38162E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
719,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A9<U+0001F6A9><U+2764><U+FE0F> 1 Run

#FanOfTheMatch #RRvPBKS #IPL2021
@ViCustomerCare https://t.co/rcqkgvVEOf",FALSE,0,ViCustomerCare,12-04-2021 18:52,FALSE,1.38163E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
720,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A8<U+0001F6A9><U+2764><U+FE0F> Sam Curran

#FanOfTheMatch #RRvPBKS #IPL2021

@ViCustomerCare https://t.co/W9kuIp3OJ3",FALSE,0,ViCustomerCare,12-04-2021 18:54,FALSE,1.38163E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
721,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A14<U+0001F6A9><U+2764><U+FE0F> 8 bowlers

#FanOfTheMatch #RRvPBKS #IPL2021 https://t.co/QRL8ldZtBc",FALSE,0,ViCustomerCare,12-04-2021 18:43,FALSE,1.38165E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
722,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A13<U+0001F6A9><U+2764><U+FE0F> 13 Sixes <U+0001F3CF>

#FanOfTheMatch #RRvPBKS #IPL2021 https://t.co/nEZlP5Tep3",FALSE,0,ViCustomerCare,12-04-2021 18:45,FALSE,1.38165E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
723,i_annyhero,"@ViCustomerCare @DisneyplusHSVIP A19<U+0001F6A9><U+2764><U+FE0F>) 3 singles  

#FanOfTheMatch #RRvPBKS #IPL2021 https://t.co/4Vo2QkDd5F",FALSE,0,ViCustomerCare,12-04-2021 19:17,FALSE,1.38168E+18,1.38169E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0001F502><U+0001F4F1>
contest <U+0001F4F1><U+26F1><U+FE0F>
freaker<U+0001F3AF>",2512,44,1907,403,NA,Anny Gupta,10-09-2018 06:14,FALSE,FALSE,Punjab,NA,1.03903E+18,0,FALSE,http://pbs.twimg.com/profile_images/1381096573426311174/dheB-BMH_normal.jpg,,
724,i_ashwin9378,"@ViCustomerCare @DisneyplusHSVIP 3 singles 

#FanOfTheMatch #RRvsPBKS
 #IPL2021
@ViCustomerCare",FALSE,0,ViCustomerCare,12-04-2021 18:44,FALSE,1.38168E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,contest junkie <U+0001F381>/ Tech buff <U+0001F4F2> / Foodie <U+0001F356><U+0001F357><U+0001F35F>/ Music lover <U+0001F497>/ Mobile photography & gadget lover.,13809,302,11859,1718,NA,LINGALWAR ASHWIN,14-11-2014 03:48,FALSE,FALSE,Punjab,NA,2899012321,0,FALSE,http://pbs.twimg.com/profile_images/1330198580888481793/b-8G2Oth_normal.jpg,,
725,i_patriottt,"@ViCustomerCare @DisneyplusHSVIP Match 4 
Answer-19)
 Three

@ViCustomerCare
#FanOfTheMatch #RRvsPBKS
#IPL2021",FALSE,0,ViCustomerCare,12-04-2021 19:07,FALSE,1.38168E+18,1.38169E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"Facebook, Twitter, yahoo, gmail can't live without this",31464,8533,13,5495,NA,anil agrawal,01-02-2013 13:47,FALSE,FALSE,Punjab,NA,1139729328,17,FALSE,http://pbs.twimg.com/profile_images/1380931840672821251/j7kRO24W_normal.jpg,,
726,I_ShikharSr,"@PunjabKingsIPL favourites for a reason
#PKvsRR
#IPL2021",FALSE,0,PunjabKingsIPL,12-04-2021 22:43,FALSE,NA,1.38174E+18,30631766,Twitter for Android,0,FALSE,FALSE,NA,NA,<U+0909><U+092E><U+094D><U+0930> - <U+0968><U+0966> | <U+0938><U+094D><U+091F><U+0942><U+0921><U+0947><U+0902><U+091F> - <U+0921><U+0940><U+092F><U+0942> '<U+0968><U+0968> ||,266,6,4,6,NA,<U+0936><U+093F><U+0916><U+0930> S. <U+0930><U+0939><U+0947><U+091C><U+093E> <U+0001F5A4>,02-07-2019 07:17,FALSE,FALSE,Punjab,NA,1.14595E+18,0,FALSE,http://pbs.twimg.com/profile_images/1335202412525588482/I2R2AtZz_normal.jpg,,
727,iAbdul_Aleem,"Top knock from @IamSanjuSamson but tough luck @rajasthanroyals! 
#RRvPBKS #IPL2021",FALSE,1,NA,12-04-2021 22:20,FALSE,NA,1.38173E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"Proud to be an Indian <U+0001F1EE><U+0001F1F3> |
Student | Cricket lover | Watching movies | Data Science | Data Analyst |
SRK fan 
Instagram : https://t.co/rCvOYkPFgS",4869,131,2237,140,https://t.co/Qbn9KKtRuk,Abdul Aleem,21-04-2012 07:55,FALSE,FALSE,Punjab,NA,559311166,0,FALSE,http://pbs.twimg.com/profile_images/1295463601860259841/xyBP1jEp_normal.jpg,,
728,ialinahameed,"Sanju really deserved to be on the winning side but chin up King , its just a bad day &lt;3 Well Played KL &lt;3
#IPL2021",FALSE,1,NA,12-04-2021 19:23,FALSE,NA,1.38169E+18,NA,Twitter Web App,0,FALSE,FALSE,NA,NA,"Alhamdulillah <U+2764>
Trying to study",4870,516,7010,226,https://t.co/dIOwAU642l,Alinaaaa RCB,19-04-2019 11:51,FALSE,FALSE,Punjab,NA,1.11921E+18,1,FALSE,http://pbs.twimg.com/profile_images/1375182805337059328/cSVNu-0H_normal.jpg,,
729,iam_baluu,"@ViCustomerCare @DisneyplusHSVIP 3 singles  

#FanOfTheMatch #RRvPBKS 
#IPL2021 @ViCustomerCare <U+0001F3CF><U+0001F3CF><U+0001F3CF>",FALSE,1,ViCustomerCare,12-04-2021 18:56,FALSE,1.38168E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,Teacher <U+0001F468><U+200D><U+0001F3EB> Cricketer<U+0001F3CF>,1832,96,6866,179,NA,Balakumaran,04-09-2019 13:42,FALSE,FALSE,Punjab,NA,1.16924E+18,0,FALSE,http://pbs.twimg.com/profile_images/1373330100993683458/w2ZOnIEj_normal.jpg,,
730,iam_bravee,"@ViCustomerCare @DisneyplusHSVIP Match 4 
Answer-19)
 3

@ViCustomerCare
#FanOfTheMatch #RRvsPBKS
#IPL2021",FALSE,0,ViCustomerCare,12-04-2021 19:07,FALSE,1.38168E+18,1.38169E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,i like cricket,12649,223,10,1040,NA,DINESHBHAI,08-01-2013 16:07,FALSE,FALSE,Punjab,NA,1071282024,0,FALSE,http://pbs.twimg.com/profile_images/849978869759303680/Q_x1vUzx_normal.jpg,,
731,iam_joshan,"""Yes, he is one of the best batsman in India""
Very matured innings under pressure chasing a huge target while wicke… https://t.co/JgjPvW99DZ",FALSE,0,NA,12-04-2021 18:41,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"Civil Engineer | Congress Supporter | 
Sports Enthusiast | Movies<U+2764><U+FE0F> Webseries|Tech Enthusiast|",937,38,2429,161,NA,Joshan John,20-07-2018 09:02,FALSE,FALSE,Punjab,NA,1.02023E+18,0,FALSE,http://pbs.twimg.com/profile_images/1043163073287053312/IjmntMPS_normal.jpg,,
732,iam_SANNUstr,"Well played @IamSanjuSamson <U+0001F44F><U+0001F44F> Best Innings of the #IPL
#IPL2021 #RajasthanRoyals https://t.co/CAc2UvuoRU",FALSE,1,NA,12-04-2021 19:08,FALSE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,#ThaLaivan #STR Hardcore fan<U+0001F60D>| my Inspiration |  <U+0BA8><U+0BC0><U+0B99><U+0BCD><U+0B95> <U+0B87><U+0BB2><U+0BCD><U+0BB2><U+0BBE><U+0BAE> <U+0BA8><U+0BBE> <U+0B87><U+0BB2><U+0BCD><U+0BB2> <U+0BA4><U+0BB2><U+0BC8><U+0BB5><U+0BBE><U+0001F618>,12463,438,63758,1666,NA,SANNU,14-08-2012 11:56,FALSE,FALSE,Punjab,NA,757023517,1,FALSE,http://pbs.twimg.com/profile_images/1228355836960858113/NQyawIH8_normal.jpg,,
733,iam_tharunn,"Well played Nanbaa<U+2764><U+FE0F>
Wishing you a very best for the entire season<U+0001F525>
Rock it!! @IamSanjuSamson<U+0001F64F>

#RRvsPBKS… https://t.co/9NDypEKXaL",FALSE,5,NA,12-04-2021 18:45,TRUE,NA,1.38168E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,"Spread love, spread peace, ignore negativity. Well! I am an extreme moviebuff",12021,208,35558,526,NA,Tharun Kumar,11-12-2018 15:00,FALSE,FALSE,Punjab,NA,1.07251E+18,0,FALSE,http://pbs.twimg.com/profile_images/1378590641584623616/7zJl2bBa_normal.jpg,,
734,iam_tharunn,"Accept or not this is the fact!!
Sanju didn’t get half of the chances Pant got.
Sanju will prove his caliber more i… https://t.co/FY69G4yuvp",FALSE,0,NA,12-04-2021 18:50,TRUE,NA,1.38168E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,"Spread love, spread peace, ignore negativity. Well! I am an extreme moviebuff",12021,208,35558,526,NA,Tharun Kumar,11-12-2018 15:00,FALSE,FALSE,Punjab,NA,1.07251E+18,0,FALSE,http://pbs.twimg.com/profile_images/1378590641584623616/7zJl2bBa_normal.jpg,,
735,iamaashmehta,"2020: Mayank's century in vain, Tewatia's game-changing innings
2021: Samson's century in vain, Arshdeep's game-cha… https://t.co/4yUakINbCa",FALSE,1,NA,12-04-2021 19:14,TRUE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"'Just a simple person'.
A Struggler, with some unfulfilled dreams..
Nothing else<U+0001F6B6>Tweet whatever feel<U+270D><U+FE0F>, freelance journalist <U+0001F3A4>
An <U+0001F1EE><U+0001F1F3> Cricket fan !",9476,98,1009,43,NA,Aash Mehta,26-03-2011 09:48,FALSE,FALSE,Punjab,NA,272345976,0,FALSE,http://pbs.twimg.com/profile_images/1373907513800761347/biyaGUzy_normal.jpg,,
736,IAmAchhir,"@IamSanjuSamson There will be reliance on you.A soldier who fought alone in the end, the victory may be for the opp… https://t.co/3UR63BpgZD",FALSE,0,IamSanjuSamson,12-04-2021 18:55,TRUE,NA,1.38168E+18,428234009,Twitter for Android,0,FALSE,FALSE,NA,NA,"Youtuber/ Blogger/ Journalist/ Author/Editor

<U+0001F449>Follow Facebook: https://t.co/OU6eCrxmrY
<U+0001F449> Follow Instagram: https://t.co/XOt9fHynPa",159,22,894,174,https://t.co/A9vE6pk7vr,Achhir Ali,08-08-2014 01:35,FALSE,FALSE,Punjab,NA,2736755757,0,FALSE,http://pbs.twimg.com/profile_images/1327690247073796098/qYMA9rPE_normal.jpg,,
737,iamakbarshaikh,"@ViCustomerCare @DisneyplusHSVIP '3' singles were taken in the 14th over of the 2nd innings

#FanOfTheMatch 
#RRvPBKS 
#IPL2021",FALSE,0,ViCustomerCare,12-04-2021 18:44,FALSE,1.38168E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,Shawarma!<U+270C>,1698,148,19200,351,NA,Mohammad Akbar,22-08-2015 18:29,FALSE,FALSE,Punjab,NA,3324821113,0,FALSE,http://pbs.twimg.com/profile_images/1336956916640071680/Y4Qsg70j_normal.jpg,,
738,iamArjun_13,"No Matter Which Team You Supported 
Bt.. You Gotta Appreciate this Man Knock <U+0001F4A5> <U+0001F941><U+0001F941> <U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB>

Well Played… https://t.co/PgxJhM04c8",FALSE,2,NA,12-04-2021 18:42,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,_KuttiponNu... <U+0001F5A4><U+0001F499>,3544,45,1237,134,NA,<U+0001F934><U+0001F3FB> ½ <U+2601><U+FE0F>,07-12-2018 09:23,FALSE,FALSE,Punjab,NA,1.07097E+18,0,FALSE,http://pbs.twimg.com/profile_images/1380041404617908224/gXw5tGPQ_normal.jpg,,
739,iamhimanshu99,"Not being harsh on Sanju Samson, but his poor captaincy defeated his brilliant batting by 4 runs tonight.

He'll le… https://t.co/UdniV2wCVy",FALSE,3,NA,12-04-2021 19:07,TRUE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,,3401,245,17830,84,https://t.co/ZGo99SRBj7,Himanshu Sharma,20-07-2015 17:24,FALSE,FALSE,Punjab,NA,3285673856,1,FALSE,http://pbs.twimg.com/profile_images/1379499737292804096/UWvT6VAA_normal.jpg,,
740,iamKaranB,@ViCustomerCare @DisneyplusHSVIP Ans 19 - Three #FanOfTheMatch #RRvPBKS #IPL2021,FALSE,0,ViCustomerCare,12-04-2021 18:49,FALSE,1.38168E+18,1.38168E+18,1.28764E+18,Twitter Web App,0,FALSE,FALSE,NA,NA,Movie buff during whatever time I have left after trying to manage brand campaigns at @BobbleKeyboard | Coffee addict | We can bond if you love SRK or Deepika,42920,4471,14567,581,https://t.co/9K3F5xA69n,Karan Bhargava,30-03-2010 09:52,FALSE,FALSE,Punjab,NA,127818799,22,FALSE,http://pbs.twimg.com/profile_images/819206181893771264/KYB9PMG0_normal.jpg,,
741,Iammadovertech3,"@ViCustomerCare @DisneyplusHSVIP 3 Singles

#FanOfTheMatch
#IPL2021 #RRvPBKS
@ViCustomerCare",FALSE,0,ViCustomerCare,12-04-2021 19:24,FALSE,1.38168E+18,1.38169E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"I Am Mad Over Tech Crazily
Fan of a Joker.",778,12,1258,70,NA,Iammadovertech,15-05-2018 22:27,FALSE,FALSE,Punjab,NA,9.96517E+17,0,FALSE,http://pbs.twimg.com/profile_images/1077514711615315968/wQsb4IIW_normal.png,,
742,IAmMahaSagar,"@ViCustomerCare @DisneyplusHSVIP Answer(19) 3 Single 
#Match4
#FanOfTheMatch #RRvPBKS #IPL2021 #Vi
@ViCustomerCare",FALSE,1,ViCustomerCare,12-04-2021 18:43,FALSE,1.38168E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,,8415,269,10238,2315,NA,Sagar Mahangade,26-07-2010 13:33,FALSE,FALSE,Punjab,NA,171065551,4,FALSE,http://pbs.twimg.com/profile_images/1291977907322011649/EZvWeDJP_normal.jpg,,
743,iamod_,"T:15
Well done boys on 100th winning match and the first winning match this #IPL2021 @KKRiders, what a grt prfrmnce… https://t.co/z8YQGObQnb",FALSE,1,NA,12-04-2021 20:11,TRUE,NA,1.3817E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+0915><U+094D><U+092F><U+0942> <U+092C><U+0926><U+0928><U+093E><U+092E> <U+091C><U+093C><U+092C><U+093E><U+0928> <U+0939><U+094B><U+0924><U+0940> <U+0939><U+0948>...
<U+0932><U+092B><U+093C><U+094D><U+091C><U+093C> <U+0924><U+094B> <U+0932><U+092C><U+094B><U+0902> <U+0915><U+0940> <U+0915><U+093E><U+0930><U+0938><U+094D><U+0924><U+093E><U+0928><U+0940> <U+0939><U+094B><U+0924><U+0940> <U+0939><U+0948>....
~Omkar Dadhich",16,21,2872,28,NA,Omkar Dadhich,07-04-2020 19:39,FALSE,FALSE,Punjab,NA,1.24761E+18,0,FALSE,http://pbs.twimg.com/profile_images/1247610308698365952/FWNa2tX9_normal.jpg,,
744,iamrajeshjena,"@cricketwallah Sometimes, you failed even you fought hard...That’s what #SanjuSamson must have been felt after this… https://t.co/oousTj79yw",FALSE,2,cricketwallah,12-04-2021 20:01,TRUE,1.38167E+18,1.3817E+18,92211391,Twitter for iPad,0,FALSE,FALSE,NA,NA,"#ProudINDIAN. Software/App-Developer {Kotlin,Java,Flutter,Python,PHP} #Programmer. (Cricket, Music, Movies & Travel) enthusiast. #Batman Fan",7121,1076,10538,283,https://t.co/aBmrcAsnph,Rajesh~DEV.<U+0001F4BB>,02-09-2013 10:53,FALSE,FALSE,Punjab,NA,1721982002,26,FALSE,http://pbs.twimg.com/profile_images/1311388036911906817/sEmRh8tr_normal.jpg,,
745,iamrajeshjena,"@ICC Kinda, bad for self obsessed good side … &amp; good for a weak side(players playing in #IPL2021) … 
#SAvPAK then.",FALSE,1,ICC,12-04-2021 19:35,FALSE,1.38168E+18,1.38169E+18,177547780,Twitter for iPad,0,FALSE,FALSE,NA,NA,"#ProudINDIAN. Software/App-Developer {Kotlin,Java,Flutter,Python,PHP} #Programmer. (Cricket, Music, Movies & Travel) enthusiast. #Batman Fan",7121,1076,10538,283,https://t.co/aBmrcAsnph,Rajesh~DEV.<U+0001F4BB>,02-09-2013 10:53,FALSE,FALSE,Punjab,NA,1721982002,26,FALSE,http://pbs.twimg.com/profile_images/1311388036911906817/sEmRh8tr_normal.jpg,,
746,IamSolanky,"TBH I am nt surprised by top class inning @IamSanjuSamson ,his potential is widely accepted nd highly regarded.All… https://t.co/Mg8MBZ2WAs",FALSE,1,NA,12-04-2021 18:53,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"Commoner, with love for Cricket,food and music. Hobbyist photographer,who loves to click moments with friends.",4310,70,11958,325,https://t.co/C32RXLgVE4,Gaurav Solanki,25-08-2011 09:59,FALSE,FALSE,Punjab,NA,361784113,0,FALSE,http://pbs.twimg.com/profile_images/799123933991534593/RRRbJNzy_normal.jpg,,
747,iamvaheed,Congratulations to @PunjabKingsIPL but waah @IamSanjuSamson . You had almost grabbed the victory. Amazing performan… https://t.co/8FAv4BVJlp,FALSE,0,NA,12-04-2021 19:55,TRUE,NA,1.3817E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,Busy,72,9,426,218,NA,Vaheed Shaikh,14-04-2016 23:52,FALSE,FALSE,Punjab,NA,7.20762E+17,0,FALSE,http://pbs.twimg.com/profile_images/1379438630704308224/gGw1K-a2_normal.jpg,,
748,iamVNaveen,"@anilkumble1074 Happy Ugadi to u aswell Sir!

Daring team selection coach!!
Wellplayed @PunjabKingsIPL!!

Hope Jord… https://t.co/yT2mBR1lBO",FALSE,0,anilkumble1074,12-04-2021 20:11,TRUE,1.38169E+18,1.3817E+18,2855255702,Twitter for Android,0,FALSE,FALSE,NA,NA,Proud INDIAN,2696,19,8051,265,NA,V Naveen Kumar,10-12-2020 18:57,FALSE,FALSE,Punjab,NA,1.33711E+18,0,FALSE,http://pbs.twimg.com/profile_images/1337113174470881280/nv6aJRN1_normal.jpg,,
